UID,Deck,Stack,Quantity,Face,Name,Flavor,Description,Prompts,Rule
0597608a72862363b8a9eb93e67aae76,CORE,Condition,1,Front,Magicked,"""If anything in the forest looks edible, it's a faerie trap"" -- Woody
","A spell or other supernatural power has bound you. It might cause inconvenience, impose new rules on you, or alter your perceptions.\n","•Charms, illusions, delusions, and deceptions•Magical prohibitions against entering or leaving a place",Flip to worsen the condition and get a hit. Discard by spending a scene attending to the condition.
5e8d00a6c3cd8006c9e21dacb2e35210,CORE,Condition,1,Back,Transformed,"""Hey, that raven looks familiar... Basler?!"" -- Tana
","You've been physically remade into something new by powerful magic. You can still function, but it's a big adjustment. Other people may react with fear, curiosity, or hostility. You may be unable to speak or explain yourself to them.\n",•Polymorphed into an animal•Changed into a supernatural creature•Made undead or demonic,Discard by spending downtime attending to the condition.
5e8d00a6c3cd8006c9e21dacb2e35210,CORE,Condition,1,Front,Altered,"""Don't let them peck you, or you'll croak with the voice of the Raven God"" -- Woody
","Powerful magic has physically changed your appearance or abilities. You'll have trouble doing things you took for granted, but the new form may offer new advantages.\n",•Animal traits like tails or claws•Limbs turned to stone or plants•Ethereal or elemental body,Flip to worsen the condition and get a hit. Discard by spending a scene attending to the condition.
06a345eb9639acf7142cbbaad0f0196c,CORE,Condition,1,Back,Ungeared,"""The flood washed away our campsite! Now what?"" -- Basler
","Your gear or supplies have been broken, lost, or taken. You must scavenge for substitutes or make do with bare-bones replacements.\n",•Equipment lost in floods or other calamity•Stripped of weapons by enemies•Magical tools disenchanted•Completely without rations or shelter,Discard by spending downtime attending to the condition.
06a345eb9639acf7142cbbaad0f0196c,CORE,Condition,1,Front,Undergeared,"""This is the last of our fresh water."" -- Woody
","Vital gear has been damaged, or resources are running low. You must ration what remains, or improvise a replacement.\n","•Blunted or broken weapons, low on arrows•Damaged or partial armor•Malfunctioning magical tools•Lacking food, water, or medicine",Flip to worsen the condition and get a hit. Discard by spending a scene attending to the condition.
e10562afdec6fd0baca61aa59b55f385,CORE,Condition,1,Back,Impeded,"""I can't feel the grimoire! I can't feel ANY magic!"" -- Tana
","A sense or faculty you normally depend on has been temporarily lost. You might have pushed yourself past a limit, or been affected by a disease or magical effect. You are unable to use the affected abilities.\n",•Temporarily blind or deaf•Unable to cast spells or use other special abilities•A breakdown or dissociation,Discard by spending downtime attending to the condition.
e10562afdec6fd0baca61aa59b55f385,CORE,Condition,1,Front,Hindered,"""This arm is useless for drawing a bow right now."" -- Woody
","Your body, mind, or senses are in temporary disorder. You might have overtaxed yourself, or suffered from injury or stress. You may be in the grip of a powerful emotion or anxiety.\n",•Loss of mobility•Blurred vision or dizziness•Shock or mental imbalance•Overwhelming emotion,Flip to worsen the condition and get a hit. Discard by spending a scene attending to the condition.
1bfb119e8b4d8993387a4b0787b8e0c3,CORE,Success Oracle,1,Back,Hit,,You successfully met the challenge! Narrate how it happened.\n,•Luck or coincidence made it work somehow•You were carrying the right item at the right moment•Allies intervened in your favor•An important lesson from your past came to mind,Discard to generate a hit
1bfb119e8b4d8993387a4b0787b8e0c3,CORE,Success Oracle,1,Front,Random Outcome,,"You can choose to draw a card of this type to see if you meet a challenge.\nThe card will suggest ways in which the challenge was met. You can use one of these, or make up your own. If a card indicates that you missed, you may not try to meet the challenge in other ways.\nYou may adjust the ratio of hit or miss cards in this stack to reflect the difficulty of a given action.\n",,"Draw a random card from this stack, flip to see the outcome"
f7e7c8570f203fcf6f25fd3ae9a3d79d,CORE,Success Oracle,1,Back,Miss,,You failed to meet the challenge! Narrate how it happened.\n,"•Bad luck or unhappy coincidence•Your equipment failed or you left something behind•Allies were thwarted, absent, or ineffective•Overconfidence sabotaged your success",Discard this card
f7e7c8570f203fcf6f25fd3ae9a3d79d,CORE,Success Oracle,1,Front,Random Outcome,,"You can choose to draw a card of this type to see if you meet a challenge.\nThe card will suggest ways in which the challenge was met. You can use one of these, or make up your own. If a card indicates that you missed, you may not try to meet the challenge in other ways.\nYou may adjust the ratio of hit or miss cards in this stack to reflect the difficulty of a given action.\n",,"Draw a random card from this stack, flip to see the outcome"
33c56dbbd8a84aa0e45313ec19d93510,CORE,Emotion Oracle,1,Back,Ecstacy,,"Ecstacy, Joy, or Serenity.\nWith Vigilance: yields Optimism.\nWith Admiration: yields Love.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
33c56dbbd8a84aa0e45313ec19d93510,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
b10c16fb0c2581d38c2009b87e01fbcb,CORE,Emotion Oracle,1,Back,Admiration,,"Admiration, Trust, or Acceptance.\nWith Ecstacy: yields Love.\nWith Terror: yields Submission.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
b10c16fb0c2581d38c2009b87e01fbcb,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
789ae68f20dff143774b88beb5c0dc63,CORE,Emotion Oracle,1,Back,Terror,,"Terror, Fear, or Apprehension.\nWith Admiration: yields Submission.\nWith Amazement: yields Awe.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
789ae68f20dff143774b88beb5c0dc63,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
03c383b6f21f60822bd7309c753bae23,CORE,Emotion Oracle,1,Back,Amazement,,"Amazement, Surprise, or Distraction.\nWith Terror: yields Awe.\nWith Grief: yields Disapproval.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
03c383b6f21f60822bd7309c753bae23,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
6f8533f8291cec649b7703a814943a74,CORE,Emotion Oracle,1,Back,Grief,,"Grief, Sadness, or Pensiveness.\nWith Amazement: yields Disapproval.\nWith Loathing: yields Remorse.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
6f8533f8291cec649b7703a814943a74,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
3aa6d4b42685592ba03db39139bbebdc,CORE,Emotion Oracle,1,Back,Loathing,,"Loathing, Disgust, or Boredom.\nWith Grief: yields Remorse.\nWith Rage: yields Contempt.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
3aa6d4b42685592ba03db39139bbebdc,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
3e26fdaed1f76dd2dd35504ad4e6d361,CORE,Emotion Oracle,1,Back,Rage,,"Rage, Anger, or Annoyance.\nWith Loathing: yields Contempt.\nWith Vigilance: yields Aggressiveness.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
3e26fdaed1f76dd2dd35504ad4e6d361,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
a7de01e2ccb0edb710719e456aa6650e,CORE,Emotion Oracle,1,Back,Vigilance,,"Vigilance, Anticipation, or Interest.\nWith Rage: yields Aggressiveness.\nWith Ecstacy: yields Optimism.\n","•Who in the scene feels this emotion? Who ought to, but does not?•Should this emotion be affirmed, resisted, revealed, or concealed?",Discard and shuffle into related cards
a7de01e2ccb0edb710719e456aa6650e,CORE,Emotion Oracle,1,Front,Emotion,,"Oracle cards can answer questions. Draw one card for a simple answer, or two cards for a complex one.\nUse these cards to answer what someone is feeling, or what emotion a thing or event would spark.\nEach emotion has two neighbors. You can use the emotion itself, or choose to mix it with a neighbor.\n",,Flip to reveal an answer
bb47848743f329eda3edc3984ddbaa20,ENCOUNTER,Encounter,1,Back,Armored,"""You know what metal does? Heats up. Fireball!"" -- Tana
","Every armor has a weakness or comes at a cost, like making someone slower or something heavier. Not every armor's weakness is obvious, and finding it may be difficult.\n","•Those protected have limited mobility and senses•Weakness to specific damage types, e.g. lightning•Useless if penetrated or lost",Flip to see ways the encounter challenges the PCs.
bb47848743f329eda3edc3984ddbaa20,ENCOUNTER,Encounter,1,Front,Armored,"""My daggers bounced off that plate mail! What now?"" -- Basler
","This encounter includes something important that is heavily defended. This could mean body armor of leather or metal, hardened barriers of stone, or wood, a protective aura of magic, a divine blessing, and more.\n",•Ignore harm from inadequate attacks•Destroy weaker things that strike it or are struck by it•Stand in defense of allies,Flip to see ways to meet the encounter's challenges.
73f0487d31247c970f77196533e8dee9,ENCOUNTER,Encounter,1,Back,Base,"""The tyrant king doesn't know about these secret tunnels"" -- Emory
","While Bases can be big and imposing, their nature can work against their occupants. The bigger the Base, the more likely it is to hold something helpful.\n","•Contain secrets about the plans and activities of its occupants•Hold resources, weapons, or captives•Include defensible choke points or hiding spots",Flip to see ways the encounter challenges the PCs.
73f0487d31247c970f77196533e8dee9,ENCOUNTER,Encounter,1,Front,Base,"""That's a big castle..."" -- Basler
","A Base can be a temporary encampment, an outpost, a secret headquarters, a wild animal's den, or some other protected space. You might need to find something specific, get in or out, or confront the occupants.\n","•Bases can have numerous occupants•Traps, labyrinthine structure, or other clever preparations•Ways to cut off escape routes or confine interlopers",Flip to see ways to meet the encounter's challenges.
ea41ecbc6975a9f7ca1bdb4a90251881,ENCOUNTER,Encounter,1,Back,Diabolical,"""Basler, stop cringing. He's not talking about you."" -- Woody
","Evil hasn't won, though it keeps trying. Powers from beyond are bound by their own rules too, and can be defeated accordingly.\nCharacters who arm themselves with occult lore or divine blessings may circumvent or neutralize a Diabolical power.\n",•Be susceptible to folk incantations or rituals•Recoil from the pure of heart•Flee to fight another day,Flip to see ways the encounter challenges the PCs.
ea41ecbc6975a9f7ca1bdb4a90251881,ENCOUNTER,Encounter,1,Front,Diabolical,"""Back, foul fiend! Light will overcome you!"" -- Emory
","A Diabolical encounter has the touch of evil. An actual summoned demon, a possessed victim, or a dark and malevolent force are all Diabolic.\n",•Seek to corrupt or influence the vulnerable•Exploit moral weaknesses or dark secrets•Expose its true nature and hellish powers,Flip to see ways to meet the encounter's challenges.
4c122d32b5bc1c24528feca1ef9915c5,ENCOUNTER,Encounter,1,Back,Elemental,"""They had some nice gemstones too!"" -- Basler
","Each element has rules. Water flows. Fire burns, but not without fuel. Some elements can counteract others. These rules can be exploited.\n",•Be vulnerable to their element's normal vulnerabilities or rules•Require a nearby source of the element,Flip to see ways the encounter challenges the PCs.
4c122d32b5bc1c24528feca1ef9915c5,ENCOUNTER,Encounter,1,Front,Elemental,"""Earth sprites. They have the ore we seek."" -- Tana
","Powerful forces of nature such as volcanoes, storms, as well as elemental entities.\n","•Create, animate, or manipulate its element in useful or dangerous ways•Change the environment with aspects of its element, such as making rivers of fire or barriers of wind•Counteract an opposing element, such as fire vs. water",Flip to see ways to meet the encounter's challenges.
d2d139aa4767742277653e63f9db5c1a,ENCOUNTER,Encounter,1,Back,Flying,"""Meet my best girl, Annette! A net, get it?"" -- Basler
",Wings require energy to sustain flight and can be fragile. Magical flight can be counter-spelled. Turbulent air or nets can force flyers down.\n,"•Become entangled, trapped, or confined in ways that negate flight•Be unable to lift heavy loads or fly under difficult conditions•Suffer harm if they fall",Flip to see ways the encounter challenges the PCs.
d2d139aa4767742277653e63f9db5c1a,ENCOUNTER,Encounter,1,Front,Flying,"""Did something just swoop overhead?"" -- Emory
","This encounter includes something flying or airborne. Winged creatures, skilled magicians, and floating platforms can ignore earthbound attackers and require effort to reach.\n","•Strike targets on the ground without risking counterattacks•Move faster than those trapped on the ground, or reach places they can't•See greater distances",Flip to see ways to meet the encounter's challenges.
70b76a1973d4f5434a5b98c6411c7a2a,ENCOUNTER,Encounter,1,Back,Gang,"""Sounds like fair odds to me. Have at you!"" -- Emory
","The strength of a gang is in its numbers. Without a strong leader, the gang obeys its collective impulses. Individual members can be isolated and confronted.\n",•Have competing impulses or mixed sympathies or agendas•Fall apart if a leader is weakened or shamed•Follow a new leader or impulse that better matches its agenda,Flip to see ways the encounter challenges the PCs.
70b76a1973d4f5434a5b98c6411c7a2a,ENCOUNTER,Encounter,1,Front,Gang,"""They outnumber us 5 to 1, folks!"" -- Basler
","A group of beings bound together in common purpose. Gangs can be organized, like criminal gangs or military units, or informal groups like angry mobs or animal packs.\n",•Surround or isolate individuals through strength in numbers•Shout down or bully a lone voice•Bring a variety of skills or resources to bear on a problem,Flip to see ways to meet the encounter's challenges.
960b0c4b164cc9e58903d6259567b288,ENCOUNTER,Encounter,1,Back,Hybrid,"""That thing was terrifying! Your kingdom is messed up!"" -- Basler
",Not every hybrid has a perfect command of its own nature. Hybrids must also obey the rules of all their component parts.\n,•Suffer the vulnerabilities of any of their contributing parts•Become confused by conflicting impulses or instincts,Flip to see ways the encounter challenges the PCs.
960b0c4b164cc9e58903d6259567b288,ENCOUNTER,Encounter,1,Front,Hybrid,"""A Gryphon. The heraldic symbol of my kingdom. Majestic!"" -- Emory
","A Hybrid being is made up of two or more things, not always living. Such beings can be part-human (mermaids, harpies), mixed animal (cockatrices, pegasi), shapeshifters (werewolves), or weirder (tree-ogres).\n",•Use the best of their combined abilities•Use different abilities together in some unique way,Flip to see ways to meet the encounter's challenges.
e20f7d648b4ddfd734726bbd0477a3e6,ENCOUNTER,Encounter,1,Back,Large,"""Just as long as it doesn't fall on us."" -- Basler
","You may have trouble engaging with a Large encounter due to the size difference, but that trouble goes both ways. It can be hard for Large things to perceive or target smaller foes.\n",•Lose track of small details or targets•Be easily targeted due to its size•Move slowly or clumsily,Flip to see ways the encounter challenges the PCs.
e20f7d648b4ddfd734726bbd0477a3e6,ENCOUNTER,Encounter,1,Front,Large,"""The bigger they are, the harder they fall!"" -- Tana
","This encounter includes something of enormous size. It might be naturally large, like a dragon or a giant, or have been enlarged by magic or other forces.\n",•Resist human-scale attacks or effects•Reach or hit an entire area at once•Deal devastating damage to smaller creatures and objects,Flip to see ways to meet the encounter's challenges.
aa5035925816c7943d25988591cee778,ENCOUNTER,Encounter,1,Back,Monstrous,"""Whoever corrupted this creature will pay. Let's find them."" -- Woody
","A Monstrous threat is powered by its rage or aggression, but often lack a sense of self-preservation, fighting relentlessly when others would retreat.\n",•Lose themselves in their own ferocity•Fall into traps when goaded•Misunderstand those not driven by similar instincts,Flip to see ways the encounter challenges the PCs.
aa5035925816c7943d25988591cee778,ENCOUNTER,Encounter,1,Front,Monstrous,"""That ain't no ordinary wolf, folks.."" -- Basler
","Monstrous threats are altered forms of the familiar. They are fiercer, more feral, or disturbingly unnatural, the nightmarishly distorted vision of the original.\n",•Lash out viciously•Use their adaptions to overwhelm the unprepared•Terrify onlookers with their awful nature,Flip to see ways to meet the encounter's challenges.
1b18f8fb26f121c3178a3c17074bbda3,ENCOUNTER,Encounter,1,Back,Notorious,"""Save the beak. We need it to claim the reward!"" -- Basler
","The stories about this encounter might give you clues on how to deal with it. But stories are just that, stories. You might correctly leverage its lore, or look at it with fresh eyes and discover a truth the bards omitted.\n","•Behave or react predictably•Be less, or other, than the stories say•Be part of another unguessed story",Flip to see ways the encounter challenges the PCs.
1b18f8fb26f121c3178a3c17074bbda3,ENCOUNTER,Encounter,1,Front,Notorious,"""That's Gretamaw, the Beaked Butcher!"" -- Basler
","A monster whispered of by fearful villagers. A lonely place of power. An artifact of legend, replete with arcane power. A person sung of by the bards. The weight of its reputation or its followers may be as much of a danger as its own power.\n",•Dominate with their presence•Live up to the legend in a big way•Reveal an unexpected ability,Flip to see ways to meet the encounter's challenges.
c8a91fefd36b88bf66e9cc38722e351a,ENCOUNTER,Encounter,1,Back,Portentous,"""They're going the same way we are. Come on."" -- Woody
","The Portentous is the first step on a larger road. It both surprises characters, and prepares them for what is next. If the future cannot be changed, it can be met with eyes open. And you will only know if fate can be defied by trying.\n",•Reveal an important clue or suggest a strategy•Unlock a hidden strength or personal conviction,Flip to see ways the encounter challenges the PCs.
c8a91fefd36b88bf66e9cc38722e351a,ENCOUNTER,Encounter,1,Front,Portentous,"""Where are all those crows going?"" -- Tana
","This encounter foreshadows something important. It can be a mystical experience, laden with dreams and prophecy, or just a mundane glimpse into a momentous reality beyond.\n",•Give a taste of things to come•Force people into hard moral or personal choices•Subtly mingle the mundane and the symbolic or dreamlike,Flip to see ways to meet the encounter's challenges.
8b92a10f1a4db790dc4548019f646bd6,ENCOUNTER,Encounter,1,Back,Spectral,"""I'll have a magic circle up in a moment!"" -- Tana
","Spectral beings are only visitors in the waking world. Their anchors are tenuous, and they may leave if given what they want or be forced out by those who know how.\n",•Be weakened or repulsed by warding rituals•Fall prey to their passions,Flip to see ways the encounter challenges the PCs.
8b92a10f1a4db790dc4548019f646bd6,ENCOUNTER,Encounter,1,Front,Spectral,"""My arrows go right through it."" -- Woody
","This encounter includes something ghostly or purely spiritual. Spectral entities might have obligations or passions binding them to the mortal world. They may be frightened, angry, or confused. They might wish to go - or to stay.\n",•Bypass solid obstacles•Wield morbid magics like chilling touch or possession•Ravenously pursue something the living have that it wants,Flip to see ways to meet the encounter's challenges.
c2c07eac66d50f499e7c9ef9dbca6be8,ENCOUNTER,Encounter,1,Back,Tense,"""You mean the real villain all this time was...?!"" -- Emory
","If you discover the reason for a Tense situation, you can find a ways to defuse it. You can talk others down if you aren't caught up in the situation yourself.\n",•Overcome mistrust through negotiation•Reveal facts that counter false assumptions•Make compromises and sacrifices in the name of peace,Flip to see ways the encounter challenges the PCs.
c2c07eac66d50f499e7c9ef9dbca6be8,ENCOUNTER,Encounter,1,Front,Tense,"""Deep breaths. Stay calm. Show them we're friends."" -- Tana
","The encounter includes a highly charged situation. One or more parties might be on edge, ready for confrontation with another. Can you navigate it without making everything worse?\n","•Lash out with ill-considered action•Make bad assessments or assume the worst•Heedlessly run away, often making things worse",Flip to see ways to meet the encounter's challenges.
69f659a81712f6d0a4187939b7ec247e,ENCOUNTER,Encounter,1,Back,Toxic,"""My arrows can fly farther than its spit."" -- Woody
","Some toxins have antidotes, or may not penetrate some kinds of defense. For example, a snake's fangs might be deflected by armor.\n","•Inadvertently harm allies, or themselves if they are not immune•Be unable to deliver its poison if you find adequate protection•Fail to harm something or someone with a natural or acquired immunity",Flip to see ways the encounter challenges the PCs.
69f659a81712f6d0a4187939b7ec247e,ENCOUNTER,Encounter,1,Front,Toxic,"""Don't let it touch you! Your skin will rot away!"" -- Woody
","Venomous creatures, assassins with poisoned blades,  swamp gasses, and many other things can afflict you with sickness. Poisons can be fast acting and deadly, or gradually debilitating.\n",•Sicken anyone in contact with them•Fend off an attack with the threat of toxin•Spread the toxin to others,Flip to see ways to meet the encounter's challenges.
28f62166355736e23af1c958c36e8cbe,ENCOUNTER,Encounter,1,Back,Undead,"""Not so much fell as fell apart..."" -- Basler
","Being sustained by dark magic, the undead are equally vulnerable to it. Many cannot abide holy objects, places, or effects. Others are bound by orders to only guard a certain place, or do a certain thing.\n",•Weaken or expire in the presence of the sacred or the pure•Fall prey to tricks or traps a thinking being could avoid•Have limitations its creator didn't anticipate,Flip to see ways the encounter challenges the PCs.
28f62166355736e23af1c958c36e8cbe,ENCOUNTER,Encounter,1,Front,Undead,"""This unholy abomination will fall!"" -- Emory
","Necromancy, curses, or strange phenomena can bring a deceased creature back to a false life. The being is sustained by magic, not biology. Some undead are mindless; others are disturbingly cunning.\n",•Ignore the frailties of mortal existence•Frighten onlookers with a reminder of mortality•Employ dread powers,Flip to see ways to meet the encounter's challenges.
39e3b319e9e9e258157c5e7c8ea16fa0,CITY,City (Dynamic),1,Back,Artistic,,"Two neighborhoods are connected via artistic expression. One's artists may be exploited by patrons from the other, or the artists are improperly borrowing from a neighboring culture. Two neighborhoods may have competing cultural and artistic traditions.\n",•What forms of art exist in the city?•How does the city view those who make art?•Who is interested in collecting or commissioning art?,Flip to see the stable version of this dynamic
39e3b319e9e9e258157c5e7c8ea16fa0,CITY,City (Dynamic),1,Front,Artistic,,"Two neighborhoods are connected via artistic expression. One may house artists who draw inspiration or receive funding from the other. Artists of different traditions may cross-train, creating a new and unique tradition.\n",•What forms of art exist in the city?•How does the city view those who make art?•Who is interested in collecting or commissioning art?,Flip to see the unstable version of this dynamic
bfd538e325f91d100513c41b5c19daac,CITY,City (Dynamic),1,Back,Criminal,,"Two neighborhoods are connected via criminal activity, From petty theft and pickpocketing to smuggling to murder. Gang wars between rival factions, a single criminal mastermind, or open corruption are all possibilities.\n",•What kinds of laws exist? Are they fair?•Who enforces those laws? How strictly?•How does the public view the criminal element?,Flip to see the stable version of this dynamic
bfd538e325f91d100513c41b5c19daac,CITY,City (Dynamic),1,Front,Criminal,,"Two neighborhoods are connected via criminal activity, from petty theft and pickpocketing to smuggling to murder. Organized crime cartels, thieves' guilds, etc. from one neighborhood may prey on the other. Or legitimate business in one is being propped up by criminal activity in the other.\n",•What kinds of laws exist? Are they fair?•Who enforces those laws? How strictly?•How does the public view the criminal element?,Flip to see the unstable version of this dynamic
98c7994257ec8a1f021093021e7bfa59,CITY,City (Dynamic),1,Back,Commercial,,"People from one neighborhood in the dynamic buy or sell goods and services to the other. Market prices are volatile, or there may be an imbalance in supply vs. demand.\n","•Who gains from the instability? Who loses?•Where else can supply, demand, or labor be found instead?•How are people coping?",Flip to see the stable version of this dynamic
98c7994257ec8a1f021093021e7bfa59,CITY,City (Dynamic),1,Front,Commercial,,"People from one neighborhood buy or sell goods and services to the other. Advertising, word of mouth, or tradition might entice new visitors. Supply and demand are roughly balanced, or the market is adaptable enough to cope when they aren't.\n","•Who pays whom, and for what?•Who benefits from the arrangement? Who suffers?•Who would like a piece of the action?",Flip to see the unstable version of this dynamic
04ab19da1dbcca7033872f5274822863,CITY,City (Dynamic),1,Back,Esoteric,,"Two neighborhoods interact through arcane goods and services. Although one needs what the other has, the exchange is threatened by mistrust, scarcity, or the volatility of the materials and processes themselves.\n",•What kinds of things are exchanged?•What kind of people work with them?•How does the city view such people?,Flip to see the stable version of this dynamic
04ab19da1dbcca7033872f5274822863,CITY,City (Dynamic),1,Front,Esoteric,,"Two neighborhoods interact through arcane goods and services. One may supply the other's needs, or contain a natural source for something vital or valuable. Or both may contribute ingredients to complete a final thing.\n",•What kinds of things are exchanged?•What kind of people work with them?•How does the city view such people?,Flip to see the unstable version of this dynamic
f89057448f865af3a86a9b2fb7db4ff0,CITY,City (Dynamic),1,Back,External,,"Two neighborhoods are connected by something happening outside the city. Whether people, things, or trends, life in the neighborhoods is being shaken up by it.\n",•What is the external?•Is the city importing or exporting it?•Who benefits? Who doesn't?,Flip to see the stable version of this dynamic
f89057448f865af3a86a9b2fb7db4ff0,CITY,City (Dynamic),1,Front,External,,"Two neighborhoods are connected by something happening outside the city. This could be immigration, trade, religious or political action, cultural trends, or something else.\n",•What is the external?•Is the city importing or exporting it?•Who benefits? Who doesn't?,Flip to see the unstable version of this dynamic
35aae1ec864a113cf288b8dc58449b63,CITY,City (Dynamic),1,Back,Industrial,,"Two neighborhoods are connected by the production of goods. Labor disputes, material shortages, sabotage, or technological progress can all make that process unstable.\n","•What is being made? Processed metals, medicines, tools?•How is it being used? By whom? For what?•Who wants these things? Who doesn't them to be made?",Flip to see the stable version of this dynamic
35aae1ec864a113cf288b8dc58449b63,CITY,City (Dynamic),1,Front,Industrial,,"Two neighborhoods are connected by the production of goods. One may supply workers and/or raw materials for the other, one may buy what the other makes, or the two may cooperate in other ways.\n","•What is being made? Processed metals, medicines, tools?•How is it being used? By whom? For what?•Who wants these things? Who doesn't them to be made?",Flip to see the unstable version of this dynamic
a1f43778c92cdde8cd48bd89655a20c1,CITY,City (Dynamic),1,Back,Political,,"Two neighborhoods interact via influence, and leadership. One might dominate another, depend on another for legitimacy, or prioritize or ignore the other. When the corrupt edifice falls, who will be beneath it when it finally falls?\n",•Who is agitating for change? Who holds the line?•What outside influences are present? Who do they support?•Is the struggle physically peaceful or violent?,Flip to see the stable version of this dynamic
a1f43778c92cdde8cd48bd89655a20c1,CITY,City (Dynamic),1,Front,Political,,"Two neighborhoods interact via power, influence, and leadership. There is a long-standing arrangement or entrenched leadership keeping things stable. Enough people, or the right people, like things as they are and work to keep it that way.\n",•Who benefits from the situation? Who suffers?•What keeps the relationship going?•How reluctant are people to acknowledge or confront the situation?,Flip to see the unstable version of this dynamic
2dd4f0588c134aba936fdeeabecd64a4,CITY,City (Dynamic),1,Back,Social,,"Two neighborhoods play off each other via fashion or pop culture. One may be trying to crush the other's creative efforts, or upstage the other in increasingly desperate ways. The results may be soulless, gaudy, or seen as needlessly aggressive.\n","•What's in fashion now? What is out now?•How is fashion expressed, e.g. clothes, jewelry, music, tattoos?•Who are the trendsetters? Who are the rebels?",Flip to see the stable version of this dynamic
2dd4f0588c134aba936fdeeabecd64a4,CITY,City (Dynamic),1,Front,Social,,"Two neighborhoods play off each other via fashion or pop culture. The trends of the moment may shift between the two, or the tension between them may be what creates the magic. The results are disseminated through parties, performances, and gossip.\n","•What's in fashion now? What is out now?•How is fashion expressed, e.g. clothes, jewelry, music, tattoos?•Who are the trendsetters? Who are the rebels?",Flip to see the unstable version of this dynamic
00aa9c5ced3946997a4dba6c200882e5,CITY,City (Neighborhood),1,Back,The Boulevard,,"A Boulevard is where the city's artistic and aesthetic offerings connect with individual citizens. Right now, people aren't there. Whether it's fallen from former glories, or nurturing an unblossomed seed of new ambition, it's not giving people a reason to come.\n",•How new is the Boulevard compared to the city overall?•How does its current state make people feel?•Is anyone trying to attract new visitors? To stop them?,Flip to see the flourishing version of this neighborhood
00aa9c5ced3946997a4dba6c200882e5,CITY,City (Neighborhood),1,Front,The Boulevard,,"A Boulevard is where the city's artistic and aesthetic offerings connect with individual citizens. Shops, eateries, arcades, and more offer visitors chances to spend money and time. A variety of sights, sounds, and smells attracts both tourists and locals.\n","•What are some of the notable sights and attractions?•What sort of crowds come here?•Does the crowd change due to time of day, season, etc.?",Flip to see the struggling version of this neighborhood
646f194971c501269a2fe638cf33df8e,CITY,City (Neighborhood),1,Back,The Harbor,,"A Harbor is the home of trade and travel, to and from the city. It is often the last sight a regretful traveler sees before leaving. Commercial transports - caravans, trains, or zeppelins - are run down, neglected, or underutilized.\n","•What modes of transportation are found here?•Are conditions poor because of the city, or something outside?•Who could help? Why don't they?",Flip to see the flourishing version of this neighborhood
